kernelsize_gaussianBlur,sigmaX,threshold_method,block_size,c_value,horizontal_kernel_divisor,vertical_kernel_divisor,erosion_iterations,dilation_iterations,result_length,error_message
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,60,1,1,521,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,70,1,1,521,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,80,1,1,467,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,90,1,1,353,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,100,1,1,358,
"(3, 3)",2.0,OTSU,9,1,90,10,1,1,2750,
"(3, 3)",2.0,OTSU,9,1,90,20,1,1,4442,
"(3, 3)",2.0,OTSU,9,1,90,30,1,1,3953,
"(3, 3)",2.0,OTSU,9,1,90,40,1,1,2018,
"(3, 3)",2.0,OTSU,9,1,90,50,1,1,2068,
"(3, 3)",2.0,OTSU,9,1,90,60,1,1,1914,
"(3, 3)",2.0,OTSU,9,1,90,70,1,1,1770,
"(3, 3)",2.0,OTSU,9,1,90,80,1,1,1646,
"(3, 3)",2.0,OTSU,9,1,90,90,1,1,1530,
"(3, 3)",2.0,OTSU,9,1,90,100,1,1,1423,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,10,1,1,2322,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,20,1,1,3481,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,30,1,1,3839,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,40,1,1,1951,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,50,1,1,1638,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,60,1,1,1452,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,70,1,1,1155,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,80,1,1,971,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,90,1,1,828,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,100,1,1,692,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,10,1,1,1237,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,20,1,1,1625,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,30,1,1,1516,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,40,1,1,864,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,50,1,1,864,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,60,1,1,521,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,70,1,1,521,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,80,1,1,467,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,90,1,1,353,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,100,1,1,358,
"(5, 5)",0,OTSU,9,1,90,10,1,1,2750,
"(5, 5)",0,OTSU,9,1,90,20,1,1,4442,
"(5, 5)",0,OTSU,9,1,90,30,1,1,3953,
"(5, 5)",0,OTSU,9,1,90,40,1,1,2018,
"(5, 5)",0,OTSU,9,1,90,50,1,1,2068,
"(5, 5)",0,OTSU,9,1,90,60,1,1,1914,
"(5, 5)",0,OTSU,9,1,90,70,1,1,1770,
"(5, 5)",0,OTSU,9,1,90,80,1,1,1646,
"(5, 5)",0,OTSU,9,1,90,90,1,1,1530,
"(5, 5)",0,OTSU,9,1,90,100,1,1,1423,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,10,1,1,2322,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,20,1,1,3481,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,30,1,1,3839,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,40,1,1,1951,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,50,1,1,1638,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,60,1,1,1452,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,70,1,1,1155,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,80,1,1,971,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,90,1,1,828,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,100,1,1,692,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,10,1,1,1237,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,20,1,1,1625,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,30,1,1,1516,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,40,1,1,864,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,50,1,1,864,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,60,1,1,521,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,70,1,1,521,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,80,1,1,467,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,90,1,1,353,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,100,1,1,358,
"(5, 5)",1.0,OTSU,9,1,90,10,1,1,2750,
"(5, 5)",1.0,OTSU,9,1,90,20,1,1,4442,
"(5, 5)",1.0,OTSU,9,1,90,30,1,1,3953,
"(5, 5)",1.0,OTSU,9,1,90,40,1,1,2018,
"(5, 5)",1.0,OTSU,9,1,90,50,1,1,2068,
"(5, 5)",1.0,OTSU,9,1,90,60,1,1,1914,
"(5, 5)",1.0,OTSU,9,1,90,70,1,1,1770,
"(5, 5)",1.0,OTSU,9,1,90,80,1,1,1646,
"(5, 5)",1.0,OTSU,9,1,90,90,1,1,1530,
"(5, 5)",1.0,OTSU,9,1,90,100,1,1,1423,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,10,1,1,2322,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,20,1,1,3481,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,30,1,1,3839,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,40,1,1,1951,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,50,1,1,1638,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,60,1,1,1452,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,70,1,1,1155,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,80,1,1,971,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,90,1,1,828,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,100,1,1,692,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,10,1,1,1237,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,20,1,1,1625,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,30,1,1,1516,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,40,1,1,864,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,50,1,1,864,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,60,1,1,521,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,70,1,1,521,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,80,1,1,467,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,90,1,1,353,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,100,1,1,358,
"(5, 5)",2.0,OTSU,9,1,90,10,1,1,2750,
"(5, 5)",2.0,OTSU,9,1,90,20,1,1,4442,
"(5, 5)",2.0,OTSU,9,1,90,30,1,1,3953,
"(5, 5)",2.0,OTSU,9,1,90,40,1,1,2018,
"(5, 5)",2.0,OTSU,9,1,90,50,1,1,2068,
"(5, 5)",2.0,OTSU,9,1,90,60,1,1,1914,
"(5, 5)",2.0,OTSU,9,1,90,70,1,1,1770,
"(5, 5)",2.0,OTSU,9,1,90,80,1,1,1646,
"(5, 5)",2.0,OTSU,9,1,90,90,1,1,1530,
"(5, 5)",2.0,OTSU,9,1,90,100,1,1,1423,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,10,1,1,2322,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,20,1,1,3481,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,30,1,1,3839,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,40,1,1,1951,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,50,1,1,1638,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,60,1,1,1452,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,70,1,1,1155,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,80,1,1,971,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,90,1,1,828,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,100,1,1,692,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,10,1,1,1237,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,20,1,1,1625,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,30,1,1,1516,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,40,1,1,864,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,50,1,1,864,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,60,1,1,521,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,70,1,1,521,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,80,1,1,467,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,90,1,1,353,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,100,1,1,358,
"(7, 7)",0,OTSU,9,1,90,10,1,1,2750,
"(7, 7)",0,OTSU,9,1,90,20,1,1,4442,
"(7, 7)",0,OTSU,9,1,90,30,1,1,3953,
"(7, 7)",0,OTSU,9,1,90,40,1,1,2018,
"(7, 7)",0,OTSU,9,1,90,50,1,1,2068,
"(7, 7)",0,OTSU,9,1,90,60,1,1,1914,
"(7, 7)",0,OTSU,9,1,90,70,1,1,1770,
"(7, 7)",0,OTSU,9,1,90,80,1,1,1646,
"(7, 7)",0,OTSU,9,1,90,90,1,1,1530,
"(7, 7)",0,OTSU,9,1,90,100,1,1,1423,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,10,1,1,2322,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,20,1,1,3481,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,30,1,1,3839,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,40,1,1,1951,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,50,1,1,1638,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,60,1,1,1452,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,70,1,1,1155,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,80,1,1,971,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,90,1,1,828,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,100,1,1,692,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,10,1,1,1237,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,20,1,1,1625,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,30,1,1,1516,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,40,1,1,864,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,50,1,1,864,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,60,1,1,521,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,70,1,1,521,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,80,1,1,467,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,90,1,1,353,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,100,1,1,358,
"(7, 7)",1.0,OTSU,9,1,90,10,1,1,2750,
"(7, 7)",1.0,OTSU,9,1,90,20,1,1,4442,
"(7, 7)",1.0,OTSU,9,1,90,30,1,1,3953,
"(7, 7)",1.0,OTSU,9,1,90,40,1,1,2018,
"(7, 7)",1.0,OTSU,9,1,90,50,1,1,2068,
"(7, 7)",1.0,OTSU,9,1,90,60,1,1,1914,
"(7, 7)",1.0,OTSU,9,1,90,70,1,1,1770,
"(7, 7)",1.0,OTSU,9,1,90,80,1,1,1646,
"(7, 7)",1.0,OTSU,9,1,90,90,1,1,1530,
"(7, 7)",1.0,OTSU,9,1,90,100,1,1,1423,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,10,1,1,2322,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,20,1,1,3481,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,30,1,1,3839,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,40,1,1,1951,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,50,1,1,1638,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,60,1,1,1452,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,70,1,1,1155,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,80,1,1,971,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,90,1,1,828,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,100,1,1,692,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,10,1,1,1237,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,20,1,1,1625,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,30,1,1,1516,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,40,1,1,864,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,50,1,1,864,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,60,1,1,521,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,70,1,1,521,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,80,1,1,467,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,90,1,1,353,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,100,1,1,358,
"(7, 7)",2.0,OTSU,9,1,90,10,1,1,2750,
"(7, 7)",2.0,OTSU,9,1,90,20,1,1,4442,
"(7, 7)",2.0,OTSU,9,1,90,30,1,1,3953,
"(7, 7)",2.0,OTSU,9,1,90,40,1,1,2018,
"(7, 7)",2.0,OTSU,9,1,90,50,1,1,2068,
"(7, 7)",2.0,OTSU,9,1,90,60,1,1,1914,
"(7, 7)",2.0,OTSU,9,1,90,70,1,1,1770,
"(7, 7)",2.0,OTSU,9,1,90,80,1,1,1646,
"(7, 7)",2.0,OTSU,9,1,90,90,1,1,1530,
"(7, 7)",2.0,OTSU,9,1,90,100,1,1,1423,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,10,1,1,2322,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,20,1,1,3481,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,30,1,1,3839,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,40,1,1,1951,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,50,1,1,1638,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,60,1,1,1452,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,70,1,1,1155,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,80,1,1,971,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,90,1,1,828,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,100,1,1,692,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,10,1,1,1237,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,20,1,1,1625,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,30,1,1,1516,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,40,1,1,864,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,50,1,1,864,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,60,1,1,521,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,70,1,1,521,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,80,1,1,467,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,90,1,1,353,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,100,1,1,358,
"(3, 3)",0,OTSU,9,1,100,10,1,1,2706,
"(3, 3)",0,OTSU,9,1,100,20,1,1,4256,
"(3, 3)",0,OTSU,9,1,100,30,1,1,3767,
"(3, 3)",0,OTSU,9,1,100,40,1,1,1964,
"(3, 3)",0,OTSU,9,1,100,50,1,1,2098,
"(3, 3)",0,OTSU,9,1,100,60,1,1,1887,
"(3, 3)",0,OTSU,9,1,100,70,1,1,1829,
"(3, 3)",0,OTSU,9,1,100,80,1,1,1676,
"(3, 3)",0,OTSU,9,1,100,90,1,1,1508,
"(3, 3)",0,OTSU,9,1,100,100,1,1,1619,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,100,10,1,1,2297,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,100,20,1,1,3404,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,100,30,1,1,3822,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,100,40,1,1,1791,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,100,50,1,1,1635,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,100,60,1,1,1501,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,100,70,1,1,1171,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,100,80,1,1,1017,
